id	start	end	gene	dist
ENSMUST00000094522.7	43	1518	Gm13103	1475
ENSMUST00000094526.4	67	1512	Gm13119	1445
ENSMUST00000094532.3	122	241	Gm20449	119
ENSMUST00000094544.2	57	548	Srarp	491
ENSMUST00000094551.4	1	1842	Sox13	1841
ENSMUST00000094556.2	197	1405	Ren1	1208
ENSMUST00000094557.6	88	489	Golt1a	401
ENSMUST00000094559.8	493	2736	Arhgap24	2243
ENSMUST00000094578.10	134	3826	Sec31a	3692
ENSMUST00000094583.1	62	1021	Ffar3	959
ENSMUST00000094587.2	102	1547	BC061212	1445
ENSMUST00000094593.6	124	1569	D5Ertd577e	1445
ENSMUST00000094604.8	227	1603	Galk2	1376
ENSMUST00000094615.7	127	1989	Albfm1	1862
ENSMUST00000094617.10	141	2180	Rasgrp4	2039
ENSMUST00000094626.4	230	2542	Cdh19	2312
ENSMUST00000094632.5	15	1571	Sars2	1556
ENSMUST00000094639.9	36	9080	Map1a	9044
ENSMUST00000094641.8	37	978	Csn1s1	941
ENSMUST00000094646.5	282	1616	Vps4b	1334
ENSMUST00000094649.10	32	1624	Ugt2b36	1592
ENSMUST00000094651.3	43	498	Eid2b	455
ENSMUST00000094653.5	295	750	Gtsf1l	455
ENSMUST00000094657.9	37	798	Dnajc8	761
ENSMUST00000094663.3	249	1439	Gal3st2	1190
ENSMUST00000094665.4	167	2644	Pla2g4d	2477
ENSMUST00000094666.3	1	855	Tmem200b	854
ENSMUST00000094681.10	447	1928	Wipf1	1481
ENSMUST00000094695.11	136	1548	Rmdn3	1412
ENSMUST00000094698.1	86	3127	Rbm44	3041
ENSMUST00000094700.10	1	9024	Fryl	9023
ENSMUST00000094705.2	365	1084	Zfp575	719
ENSMUST00000094710.7	132	968	Atp10d	836
ENSMUST00000094712.4	44	496	Tmem35b	452
ENSMUST00000094715.7	54	944	Grxcr1	890
ENSMUST00000094753.5	77	1810	Ceacam20	1733
ENSMUST00000094757.8	221	1993	Rbm47	1772
ENSMUST00000094762.9	197	1873	Relb	1676
ENSMUST00000094769.12	264	917	9930104L06Rik	653
ENSMUST00000094782.9	138	3119	Inpp5b	2981
ENSMUST00000094787.7	49	2142	Slc34a2	2093
ENSMUST00000094790.4	167	1549	Gipr	1382
ENSMUST00000094793.11	194	1609	Psg21	1415
ENSMUST00000094794.4	180	1604	Psg27	1424
ENSMUST00000094795.4	222	1649	Psg25	1427
ENSMUST00000094798.4	187	1614	Psg26	1427
ENSMUST00000094799.2	126	1037	Ceacam11	911
ENSMUST00000094805.4	1881	3938	Ccdc8	2057
ENSMUST00000094807.5	412	2397	Pnmal2	1985
ENSMUST00000094814.5	232	780	Cited4	548
ENSMUST00000094815.4	36	1088	Sae1	1052
ENSMUST00000094816.2	563	4000	Dhx34	3437
ENSMUST00000094819.4	73	1164	Zmynd12	1091
ENSMUST00000094821.3	108	4844	Bicra	4736
ENSMUST00000094827.1	1	888	Vmn1r87	887
ENSMUST00000094828.2	1	951	Vmn1r86	950
ENSMUST00000094829.1	1	927	Vmn1r85	926
ENSMUST00000094830.1	1	948	Olfr1330	947
ENSMUST00000094831.1	1	954	Olfr1331	953
ENSMUST00000094832.1	1	948	Olfr1339	947
ENSMUST00000094833.9	151	2421	Zbtb49	2270
ENSMUST00000094834.5	1	948	Olfr1340	947
ENSMUST00000094836.5	386	1630	Stk32b	1244
ENSMUST00000094844.3	120	5663	Cfap65	5543
ENSMUST00000094863.5	83	2641	Vmn2r51	2558
ENSMUST00000094866.6	46	2604	Vmn2r32	2558
ENSMUST00000094868.9	190	2907	Zfyve28	2717
ENSMUST00000094869.11	14	427	Gm1673	413
ENSMUST00000094870.2	138	1283	Zfp787	1145
ENSMUST00000094887.3	60	1586	Cyp4a12b	1526
ENSMUST00000094892.11	156	755	Il11	599
ENSMUST00000094894.3	95	1648	Trabd2b	1553
ENSMUST00000094897.4	81	1841	Dnaaf3	1760
ENSMUST00000094913.5	4	969	Olfr1100	965
ENSMUST00000094916.4	291	947	Ldlrad1	656
ENSMUST00000094934.10	356	2137	Gad1	1781
ENSMUST00000094942.3	113	1756	Ccdc173	1643
ENSMUST00000094946.4	114	872	Gm10471	758
ENSMUST00000094955.2	13	366	Gm12689	353
ENSMUST00000094962.8	458	6064	Kmt2e	5606
ENSMUST00000094964.6	70	12144	Dnah7a	12074
ENSMUST00000094972.1	1	570	Ifna1	569
ENSMUST00000094973.4	1	561	Ifna4	560
ENSMUST00000094977.1	656	1204	Gm13288	548
ENSMUST00000094992.1	1	549	Gm13271	548
ENSMUST00000094993.2	464	2317	Klhl9	1853
ENSMUST00000095004.3	72	875	Gm7347	803
ENSMUST00000095005.11	35	805	Speer4c	770
ENSMUST00000095006.8	202	840	Speer4d	638
ENSMUST00000095014.7	566	3148	Tgfbrap1	2582
ENSMUST00000095020.8	200	1924	Il1rl2	1724
ENSMUST00000095021.1	1	948	Olfr356	947
ENSMUST00000095023.1	147	800	2310002L09Rik	653
ENSMUST00000095035.2	1	1515	Zbtb43	1514
ENSMUST00000095048.5	157	780	Rab7	623
ENSMUST00000095049.4	112	654	Mup15	542
ENSMUST00000095051.5	48	590	Mup16	542
ENSMUST00000095063.10	196	510	Inip	314
ENSMUST00000095070.3	60	1133	Dnajc25	1073
ENSMUST00000095075.4	740	2242	Crispld1	1502
ENSMUST00000095076.9	285	2984	Epb41l4b	2699
ENSMUST00000095078.2	202	2634	Lrrc8a	2432
ENSMUST00000095079.5	63	1385	Actl7a	1322
ENSMUST00000095080.4	88	1344	Actl7b	1256
ENSMUST00000095084.2	353	1297	Olfr270	944
ENSMUST00000095085.1	1	960	Olfr275	959
ENSMUST00000095086.2	29	1279	Acnat1	1250
ENSMUST00000095087.10	284	3958	Rapgef1	3674
ENSMUST00000095097.2	586	1701	Foxe1	1115
ENSMUST00000095107.2	113	1879	Ccin	1766
ENSMUST00000095108.1	20	979	Olfr155	959
ENSMUST00000095109.4	175	504	Hrct1	329
ENSMUST00000095114.4	76	477	Ccl21a	401
ENSMUST00000095117.9	100	3798	Mamdc4	3698
ENSMUST00000095128.9	85	471	Ndufb6	386
ENSMUST00000095129.2	253	1239	Gm136	986
ENSMUST00000095132.9	48	1577	Spag6	1529
ENSMUST00000095141.3	166	2430	Prdm13	2264
ENSMUST00000095151.11	35	985	Sdr16c6	950
ENSMUST00000095171.4	157	2991	Atp2c2	2834
ENSMUST00000095173.2	25	768	Syce1l	743
ENSMUST00000095176.11	300	983	Znrf1	683
ENSMUST00000095186.2	653	1012	Gm10309	359
ENSMUST00000095187.3	56	3001	Srbd1	2945
ENSMUST00000095188.6	175	1146	Camkmt	971
ENSMUST00000095204.5	442	2517	Rasgrp3	2075
ENSMUST00000095208.3	161	2158	Capn13	1997
ENSMUST00000095211.4	85	1776	Ces1a	1691
ENSMUST00000095214.9	77	454	Cnep1r1	377
ENSMUST00000095220.3	74	1450	Fbxw9	1376
ENSMUST00000095228.4	172	1731	Samd1	1559
ENSMUST00000095239.2	1	963	Gm10310	962
ENSMUST00000095245.1	1	942	Olfr806	941
ENSMUST00000095263.9	169	1212	Yipf3	1043
ENSMUST00000095266.2	128	1042	Nxph4	914
ENSMUST00000095267.5	110	1135	Jund	1025
ENSMUST00000095270.2	49	2103	Slc26a10	2054
ENSMUST00000095273.6	216	638	Nr2c2ap	422
ENSMUST00000095295.2	361	1764	Trim75	1403
ENSMUST00000095313.4	258	1259	Pawr	1001
ENSMUST00000095323.7	1650	2600	1700029J07Rik	950
ENSMUST00000095326.9	87	2633	Ccdc110	2546
ENSMUST00000095328.5	239	1816	Cyp4v3	1577
ENSMUST00000095345.4	65	1372	Mboat4	1307
ENSMUST00000095349.5	31	864	Ubxn8	833
ENSMUST00000095350.10	7	1521	Aebp2	1514
ENSMUST00000095364.2	1	294	Ighv1-13	293
ENSMUST00000095375.4	53	1108	Tex24	1055
ENSMUST00000095383.5	378	725	Tmem263	347
ENSMUST00000095391.2	24	962	Tas2r140	938
ENSMUST00000095394.3	50	982	Tas2r115	932
ENSMUST00000095395.1	1	918	Tas2r121	917
ENSMUST00000095409.2	10	681	Klrh1	671
ENSMUST00000095410.7	38	1747	Wdr20	1709
ENSMUST00000095424.5	46	327	Defa36	281
ENSMUST00000095425.1	1	279	Defa25	278
ENSMUST00000095427.11	148	1317	Mtch1	1169
ENSMUST00000095430.3	145	336	Gm6040	191
ENSMUST00000095436.1	1	174	Defb46	173
ENSMUST00000095438.9	43	2073	Xkr5	2030
ENSMUST00000095439.10	293	3220	Syne3	2927
ENSMUST00000095440.8	366	2960	Akap3	2594
ENSMUST00000095446.9	186	1643	Adamtsl5	1457
ENSMUST00000095450.10	67	1308	Serpina1b	1241
ENSMUST00000095451.1	1	1257	Serpina16	1256
ENSMUST00000095458.5	208	432	Smim15	224
ENSMUST00000095464.2	46	879	Odf3l2	833
ENSMUST00000095467.3	28	1530	Mucl3	1502
ENSMUST00000095473.5	190	1131	Olfr1357	941
ENSMUST00000095476.5	299	3034	Lig4	2735
ENSMUST00000095491.4	1	672	Gm9507	671
ENSMUST00000095500.4	37	1350	Ccdc78	1313
ENSMUST00000095509.5	44	1534	Oog1	1490
ENSMUST00000095521.2	1	792	Zdhhc22	791
ENSMUST00000095529.9	411	1169	Fgf14	758
ENSMUST00000095541.10	49	2511	Susd2	2462
ENSMUST00000095544.5	33	563	Npw	530
ENSMUST00000095550.3	371	1084	Syndig1l	713
ENSMUST00000095551.4	51	2273	Vrtn	2222
ENSMUST00000095572.4	136	1224	Slc10a1	1088
ENSMUST00000095576.4	68	2026	Scel	1958
ENSMUST00000095580.2	237	4184	Mypn	3947
ENSMUST00000095585.10	127	19023	Adgrv1	18896
ENSMUST00000095595.8	172	2520	Zscan10	2348
ENSMUST00000095606.4	387	1793	Zfp213	1406
ENSMUST00000095610.8	330	2588	Akap5	2258
ENSMUST00000095636.1	1	1020	Fpr-rs6	1019
ENSMUST00000095637.1	1	1017	Fpr-rs7	1016
ENSMUST00000095651.1	1	972	Fpr-rs4	971
ENSMUST00000095655.3	189	1904	Lmod3	1715
ENSMUST00000095664.5	100	3375	Tmf1	3275
ENSMUST00000095668.9	408	740	Pkib	332
ENSMUST00000095712.4	510	2252	Slc5a7	1742
ENSMUST00000095715.4	122	1198	Bves	1076
ENSMUST00000095725.10	277	1482	Pdss2	1205
ENSMUST00000095726.10	279	1595	Tcp10a	1316
ENSMUST00000095729.10	229	2793	Armc2	2564
ENSMUST00000095737.4	95	7018	Akap6	6923
ENSMUST00000095753.8	279	1439	Tia1	1160
ENSMUST00000095755.3	200	2185	Usp51	1985
ENSMUST00000095757.3	531	1211	Nat8f4	680
ENSMUST00000095758.2	235	780	Trappc3l	545
ENSMUST00000095759.4	193	1629	Egr4	1436
ENSMUST00000095760.2	115	501	Lsmem1	386
ENSMUST00000095762.4	242	2323	Trdn	2081
ENSMUST00000095767.10	428	1861	Etv1	1433
ENSMUST00000095774.2	102	2597	Cdhr3	2495
ENSMUST00000095775.9	605	2746	Setdb2	2141
ENSMUST00000095784.2	88	1929	Moxd1	1841
ENSMUST00000095793.2	121	5043	Rnf17	4922
ENSMUST00000095794.3	200	760	Tbpl1	560
ENSMUST00000095795.4	135	884	Raet1d	749
ENSMUST00000095797.5	261	1049	Spin1	788
ENSMUST00000095798.1	1228	1968	Mcpt9	740
ENSMUST00000095806.9	135	4277	Map3k5	4142
ENSMUST00000095849.9	109	3633	Prdm15	3524
ENSMUST00000095852.4	831	3854	Grid2	3023
ENSMUST00000095862.1	1	912	Vmn1r27	911
ENSMUST00000095863.9	1	1467	Slc7a15	1466
ENSMUST00000095893.10	205	1524	Armt1	1319
ENSMUST00000095914.6	26	643	Dusp22	617
ENSMUST00000095916.2	60	620	Gm5800	560
ENSMUST00000095922.4	87	2582	Vmn2r12	2495
ENSMUST00000095923.3	103	564	Rnase6	461
ENSMUST00000095924.10	15	815	Prl7a1	800
ENSMUST00000095925.4	182	1099	Pnp2	917
ENSMUST00000095932.4	114	944	Ccnb1ip1	830
ENSMUST00000095934.2	66	713	Krtap26-1	647
ENSMUST00000095938.9	379	990	AI854703	611
ENSMUST00000095953.2	46	978	Olfr237	932
ENSMUST00000095954.3	1	933	Olfr441	932
ENSMUST00000095955.2	42	974	Olfr444	932
ENSMUST00000095959.1	123	1196	Ptgdr	1073
ENSMUST00000095960.4	45	1118	Vmn1r212	1073
ENSMUST00000095961.1	1	939	Vmn1r209	938
ENSMUST00000095978.4	81	464	Nutf2-ps1	383
ENSMUST00000095981.4	1	641	Gm8165	640
ENSMUST00000095985.4	27	623	1700049E17Rik1	596
ENSMUST00000095987.3	75	719	Tmem139	644
ENSMUST00000095991.2	67	996	Olfr172	929
ENSMUST00000095998.6	188	1855	Itprip	1667
ENSMUST00000095999.6	81	821	Gm10334	740
ENSMUST00000096000.3	302	1597	Sh2d4b	1295
ENSMUST00000096003.6	82	822	Prss3	740
ENSMUST00000096006.2	80	1033	Olfr263	953
ENSMUST00000096014.4	81	257	Atp5md	176
ENSMUST00000096021.9	39	608	Pcnp	569
ENSMUST00000096029.11	214	3291	Psd	3077
ENSMUST00000096030.6	168	1331	Klrg2	1163
ENSMUST00000096038.3	660	4898	3425401B19Rik	4238
ENSMUST00000096040.10	109	1593	Svopl	1484
ENSMUST00000096045.8	84	974	Dppa4	890
ENSMUST00000096053.4	161	3652	Slf2	3491
ENSMUST00000096057.4	303	902	Tagln3	599
ENSMUST00000096065.5	60	785	Tigit	725
ENSMUST00000096066.4	84	1337	Cpa2	1253
ENSMUST00000096069.4	561	7709	Tasor2	7148
ENSMUST00000096084.11	1	3564	Ccdc136	3563
ENSMUST00000096089.2	248	541	Cstdc5	293
ENSMUST00000096090.2	192	485	Csta1	293
ENSMUST00000096096.11	55	1443	Cep55	1388
ENSMUST00000096106.9	495	10907	Muc4	10412
ENSMUST00000096109.10	170	934	Pigx	764
ENSMUST00000096119.4	308	2578	Asah2	2270
ENSMUST00000096121.11	64	678	Gm5458	614
ENSMUST00000096129.8	185	2242	Il1rap	2057
ENSMUST00000096145.4	1	165	Gm10337	164
ENSMUST00000096148.10	64	678	Gm10338	614
ENSMUST00000096164.5	83	1873	Fam189a2	1790
ENSMUST00000096168.5	3	659	Gm10408	656
ENSMUST00000096170.4	319	822	Gm5622	503
ENSMUST00000096184.4	63	680	Gm5796	617
ENSMUST00000096197.10	489	4235	Vwa5b2	3746
ENSMUST00000096200.5	47	1057	Tmprss12	1010
ENSMUST00000096202.1	1	945	Olfr1474	944
ENSMUST00000096203.1	1	945	Olfr1471	944
ENSMUST00000096224.5	155	3661	Adcy6	3506
ENSMUST00000096232.5	40	846	Cebpd	806
ENSMUST00000096239.6	94	2703	Tut1	2609
ENSMUST00000096240.2	481	2487	Mta2	2006
ENSMUST00000096241.5	380	3073	Eml3	2693
ENSMUST00000096242.4	184	1239	Rom1	1055
ENSMUST00000096243.6	194	1201	B3gat3	1007
ENSMUST00000096246.4	22	2922	Ganab	2900
ENSMUST00000096249.6	65	3121	Ints5	3056
ENSMUST00000096250.4	123	5609	Arid2	5486
ENSMUST00000096251.9	74	445	1810009A15Rik	371
ENSMUST00000096253.6	99	368	Uqcc3	269
ENSMUST00000096257.2	334	1053	Lrrn4cl	719
ENSMUST00000096259.5	206	433	Gng3	227
ENSMUST00000096261.4	108	626	Polr2g	518
ENSMUST00000096265.9	484	1392	Foxr2	908
ENSMUST00000096269.10	207	1865	Slc22a30	1658
ENSMUST00000096272.10	89	1027	Cpped1	938
ENSMUST00000096285.4	1	5370	Wnk3	5369
ENSMUST00000096301.4	84	998	Rtl4	914
ENSMUST00000096313.3	186	3530	Tbc1d8b	3344
ENSMUST00000096314.2	154	1287	Tex13a	1133
ENSMUST00000096318.3	385	3015	Ap5b1	2630
ENSMUST00000096321.2	634	2454	Armcx5	1820
ENSMUST00000096332.1	278	4030	Gm382	3752
ENSMUST00000096338.4	658	2193	Gpr152	1535
ENSMUST00000096347.3	119	1975	Enthd1	1856
ENSMUST00000096350.10	267	737	Maff	470
ENSMUST00000096355.3	259	2949	Csf2rb	2690
ENSMUST00000096356.4	294	2930	Csf2rb2	2636
ENSMUST00000096357.11	256	1275	Ncf4	1019
ENSMUST00000096358.5	127	1236	Apol7e	1109
ENSMUST00000096361.4	87	1073	Awat1	986
ENSMUST00000096363.2	49	1464	Tmem28	1415
ENSMUST00000096365.4	795	1841	Scrt1	1046
ENSMUST00000096367.4	489	1238	Spin4	749
ENSMUST00000096368.3	189	2087	Gspt2	1898
ENSMUST00000096371.2	80	433	Gm5941	353
ENSMUST00000096378.2	236	1906	Mageb4	1670
ENSMUST00000096385.10	219	5141	Mroh1	4922
ENSMUST00000096386.12	287	1240	Rnf41	953
ENSMUST00000096389.4	167	796	Cldn34b3	629
ENSMUST00000096399.7	131	661	Gml2	530
ENSMUST00000096400.9	275	805	Gml	530
ENSMUST00000096418.4	11	1549	A1bg	1538
ENSMUST00000096420.2	255	926	Gm14698	671
ENSMUST00000096421.3	25	1566	4933412E24Rik	1541
ENSMUST00000096430.10	620	3130	Zhx2	2510
ENSMUST00000096433.9	182	1411	Deptor	1229
ENSMUST00000096449.1	1	960	Olfr1320	959
ENSMUST00000096452.6	412	5181	Thoc2l	4769
ENSMUST00000096453.11	259	819	Rhox12	560
ENSMUST00000096454.1	138	983	Rhox7a	845
ENSMUST00000096457.6	221	868	Rhox3h	647
ENSMUST00000096458.4	132	749	Rhox4b	617
ENSMUST00000096459.10	1	648	Rhox3a2	647
ENSMUST00000096469.6	130	768	Gm5169	638
ENSMUST00000096482.9	175	1449	Skp2	1274
ENSMUST00000096494.4	268	3321	Egflam	3053
ENSMUST00000096495.10	375	4754	Med14	4379
ENSMUST00000096509.6	146	676	Fthl17e	530
ENSMUST00000096511.4	1	282	Gm21876	281
ENSMUST00000096554.11	112	1656	Apcdd1	1544
ENSMUST00000096570.3	37	318	Gm94	281
ENSMUST00000096575.4	422	2281	Map3k2	1859
ENSMUST00000096608.4	140	2815	Mroh9	2675
ENSMUST00000096612.3	48	941	Vmn1r4	893
ENSMUST00000096633.2	95	2296	Nutm2	2201
ENSMUST00000096639.11	31	1014	Rnf121	983
ENSMUST00000096663.4	144	2426	Adam25	2282
ENSMUST00000096691.4	50	589	Il22	539
ENSMUST00000096744.7	189	1151	Myadm	962
ENSMUST00000096753.4	273	2510	Hnrnpul2	2237
ENSMUST00000096766.11	285	3251	Eml4	2966
ENSMUST00000096792.7	48	2600	Vmn2r-ps159	2552
ENSMUST00000096852.4	163	792	Cldn34b1	629
ENSMUST00000096869.2	1	444	Ang6	443
ENSMUST00000096899.2	61	615	BC061237	554
ENSMUST00000096904.5	56	583	Reg3b	527
ENSMUST00000096913.3	164	802	Slx	638
ENSMUST00000096953.4	61	831	Gm10354	770
ENSMUST00000097014.6	251	1606	Tuba1a	1355
ENSMUST00000097029.3	153	683	Fthl17f	530
ENSMUST00000097043.10	111	1472	Taf1a	1361
ENSMUST00000097044.2	146	2719	Gm5592	2573
ENSMUST00000097079.4	1	1209	Klf12	1208
ENSMUST00000097163.2	1	939	Olfr775	938
ENSMUST00000097164.2	1	939	Olfr774	938
ENSMUST00000097175.4	31	936	Dppa2	905
ENSMUST00000097177.4	18	926	Psmb11	908
ENSMUST00000097218.6	154	1428	Gm9008	1274
ENSMUST00000097221.3	124	834	Xlr5b	710
ENSMUST00000097227.9	13	774	Gpx4	761
ENSMUST00000097274.2	220	2433	Prkce	2213
ENSMUST00000097281.3	42	6254	Heatr5b	6212
ENSMUST00000097290.3	141	1043	Lrrc30	902
ENSMUST00000097303.2	44	1021	Arrdc5	977
ENSMUST00000097311.8	248	2305	Foxp4	2057
ENSMUST00000097325.3	23	976	Olfr111	953
ENSMUST00000097331.1	170	523	Gm6034	353
ENSMUST00000097336.4	50	331	Lst1	281
ENSMUST00000097343.10	293	1396	Nelfe	1103
ENSMUST00000097352.10	213	1523	Pknox1	1310
ENSMUST00000097368.9	132	2057	Pigq	1925
ENSMUST00000097376.9	319	2004	Tbc1d24	1685
ENSMUST00000097381.4	198	2771	Vmn2r112	2573
ENSMUST00000097393.10	434	2302	Ermard	1868
ENSMUST00000097395.4	91	1407	Gm3435	1316
ENSMUST00000097399.5	134	709	Gm3417	575
ENSMUST00000097400.4	120	695	Gm3448	575
ENSMUST00000097403.3	233	1681	Tcp10c	1448
ENSMUST00000097418.7	593	1696	Ccr6	1103
ENSMUST00000097419.9	97	1296	Fgfr1op	1199
ENSMUST00000097420.6	404	1183	Rnaset2a	779
ENSMUST00000097422.5	270	626	Gm1604b	356
ENSMUST00000097423.2	158	1708	Rsph3a	1550
ENSMUST00000097430.9	600	2423	Sytl3	1823
ENSMUST00000097432.9	125	2089	Serac1	1964
ENSMUST00000097442.8	537	4106	Ptpn14	3569
ENSMUST00000097466.2	461	868	Gm10521	407
ENSMUST00000097477.6	91	927	AA792892	836
ENSMUST00000097479.1	102	1325	A430089I19Rik	1223
ENSMUST00000097491.9	1	1164	Sell	1163
ENSMUST00000097493.9	77	2860	BC055324	2783
ENSMUST00000097494.8	255	2789	9930111J21Rik1	2534
ENSMUST00000097495.4	393	1388	Dok6	995
ENSMUST00000097513.3	1	300	4930523C07Rik	299
ENSMUST00000097527.9	193	1923	Tor1aip1	1730
ENSMUST00000097542.3	163	2142	Cep76	1979
ENSMUST00000097557.4	309	602	Spink13	293
ENSMUST00000097563.8	87	926	Cd74	839
ENSMUST00000097580.1	117	575	Arl14epl	458
ENSMUST00000097586.2	1	273	Gm10542	272
ENSMUST00000097587.4	1	345	Spink11	344
ENSMUST00000097588.8	705	3920	Srgap2	3215
ENSMUST00000097590.4	229	3765	Lars	3536
ENSMUST00000097591.4	48	812	Grxcr2	764
ENSMUST00000097592.8	1	2382	Nr3c1	2381
ENSMUST00000097593.8	332	2776	Arhgap26	2444
ENSMUST00000097617.2	100	483	1700066B19Rik	383
ENSMUST00000097632.4	855	2045	Gal3st2c	1190
ENSMUST00000097643.9	13	1851	AW554918	1838
ENSMUST00000097646.4	36	689	2700062C07Rik	653
ENSMUST00000097648.5	44	490	Ramp1	446
ENSMUST00000097649.9	205	2394	Lrrfip1	2189
ENSMUST00000097659.4	41	1630	Ugt1a5	1589
ENSMUST00000097666.3	200	1225	Cab39	1025
ENSMUST00000097672.3	33	599	Fbxo36	566
ENSMUST00000097694.10	78	1703	Retreg2	1625
ENSMUST00000097707.4	94	6387	Pikfyve	6293
ENSMUST00000097709.10	209	1453	Idh1	1244
ENSMUST00000097713.1	361	2646	Plekhm3	2285
ENSMUST00000097715.3	49	528	Mrpl43	479
ENSMUST00000097722.8	263	1717	Cflar	1454
ENSMUST00000097724.9	184	1944	Fam126b	1760
ENSMUST00000097737.4	75	950	Pusl1	875
ENSMUST00000097739.4	103	2871	Pgap1	2768
ENSMUST00000097742.2	273	794	Tmem88b	521
ENSMUST00000097773.3	141	1934	Klhl21	1793
ENSMUST00000097799.8	1	1560	Gm13102	1559
ENSMUST00000097801.3	35	4180	4931408C20Rik	4145
ENSMUST00000097811.9	1	4275	Rims1	4274
ENSMUST00000097813.2	147	923	Cplane2	776
ENSMUST00000097817.3	1	198	Defb41	197
ENSMUST00000097818.1	1	258	Defb18	257
ENSMUST00000097822.9	29	15571	Ubr4	15542
ENSMUST00000097826.5	275	1765	Sgk3	1490
ENSMUST00000097830.3	119	1309	Otud3	1190
ENSMUST00000097849.2	13	2052	Zpld2	2039
ENSMUST00000097877.8	215	3307	Zscan20	3092
ENSMUST00000097886.3	196	888	5730409E04Rik	692
ENSMUST00000097891.3	264	2261	Sh3d21	1997
ENSMUST00000097897.10	172	22239	Macf1	22067
ENSMUST00000097905.2	25	384	Gm12888	359
ENSMUST00000097908.3	209	517	Svbp	308
ENSMUST00000097911.8	85	3279	Kdm4a	3194
ENSMUST00000097918.2	339	713	Kncn	374
ENSMUST00000097920.8	82	1704	Agbl4	1622
ENSMUST00000097925.8	283	5229	Tut4	4946
ENSMUST00000097942.2	61	786	Krtap5-5	725
ENSMUST00000097943.1	1	732	Gm7579	731
ENSMUST00000097945.9	30	1700	Mier1	1670
ENSMUST00000097958.2	598	1827	Sigirr	1229
ENSMUST00000097959.10	1	1713	Efcab7	1712
ENSMUST00000097961.8	164	1687	Alg6	1523
ENSMUST00000097964.2	415	924	I0C0044D17Rik	509
ENSMUST00000097970.8	74	997	Spef1l	923
ENSMUST00000097972.4	97	1605	Cyp2j12	1508
ENSMUST00000097974.8	259	1092	Nkx6-2	833
ENSMUST00000097981.5	243	635	Cdkn2b	392
ENSMUST00000097983.4	1	270	Nps	269
ENSMUST00000097992.9	79	5475	Focad	5396
ENSMUST00000098015.9	61	3759	Gm49368	3698
ENSMUST00000098040.3	112	657	Mup18	545
ENSMUST00000098042.9	127	834	Mup13	707
ENSMUST00000098046.9	112	657	Mup11	545
ENSMUST00000098047.2	112	654	Mup10	542
ENSMUST00000098048.5	88	1446	Tufm	1358
ENSMUST00000098056.5	136	921	Aqp8	785
ENSMUST00000098057.9	151	2832	Musk	2681
ENSMUST00000098068.9	180	3494	Palb2	3314
ENSMUST00000098070.9	288	7775	Zfp462	7487
ENSMUST00000098084.10	130	1932	Acsm2	1802
ENSMUST00000098087.8	1	873	Iqck	872
ENSMUST00000098088.10	449	3352	Tmc5	2903
ENSMUST00000098090.9	51	1064	Coq7	1013
ENSMUST00000098098.8	283	1677	Rnf38	1394
ENSMUST00000098109.8	660	3965	Pigo	3305
ENSMUST00000098121.3	301	1599	Gm13305	1298
ENSMUST00000098123.3	43	444	Gm13304	401
ENSMUST00000098128.3	76	477	Ccl21d	401
ENSMUST00000098132.10	357	1655	Il11ra1	1298
ENSMUST00000098134.4	127	2841	Ppfibp2	2714
ENSMUST00000098135.1	66	1223	Rbmxl2	1157
ENSMUST00000098137.2	93	1037	Olfr716	944
ENSMUST00000098138.4	1	948	Olfr17	947
ENSMUST00000098139.1	1	975	Olfr713	974
ENSMUST00000098140.1	1	924	Olfr1532-ps1	923
ENSMUST00000098142.3	1	960	Olfr703	959
ENSMUST00000098143.10	130	3474	Nfx1	3344
ENSMUST00000098148.5	85	1596	Rrp8	1511
ENSMUST00000098153.2	25	987	Olfr689	962
ENSMUST00000098155.2	1	966	Olfr688	965
ENSMUST00000098157.3	1	948	Olfr681	947
ENSMUST00000098158.4	5	952	Olfr679	947
ENSMUST00000098160.1	1	942	Olfr678	941
ENSMUST00000098161.1	1	939	Olfr677	938
ENSMUST00000098162.1	1	954	Olfr676	953
ENSMUST00000098164.1	1	954	Olfr669	953
ENSMUST00000098165.1	1	951	Olfr665	950
ENSMUST00000098168.4	5	964	Olfr661	959
ENSMUST00000098170.1	1	969	Olfr659	968
ENSMUST00000098171.3	1	960	Olfr657	959
ENSMUST00000098172.2	1	990	Olfr656	989
ENSMUST00000098173.4	37	1062	Olfr654	1025
ENSMUST00000098174.2	25	978	Olfr653	953
ENSMUST00000098175.2	72	1028	Olfr652	956
ENSMUST00000098176.4	38	979	Olfr651	941
ENSMUST00000098179.8	181	1674	Trim5	1493
ENSMUST00000098180.9	141	1607	Trim6	1466
ENSMUST00000098181.8	54	1349	Pm20d2	1295
ENSMUST00000098182.3	1	939	Olfr646	938
ENSMUST00000098183.1	1	939	Olfr641	938
ENSMUST00000098185.1	1	966	Olfr635	965
ENSMUST00000098188.1	1	939	Olfr633	938
ENSMUST00000098189.3	1	954	Olfr632	953
ENSMUST00000098192.3	128	571	Hbb-bt	443
ENSMUST00000098193.3	157	1107	Olfr628	950
ENSMUST00000098194.1	1	951	Olfr243	950
ENSMUST00000098195.2	1	966	Olfr625-ps1	965
ENSMUST00000098196.4	68	1030	Olfr619	962
ENSMUST00000098197.1	1	957	Olfr618	956
ENSMUST00000098198.2	1	942	Olfr615	941
ENSMUST00000098200.1	1	960	Olfr606	959
